name,label,concept
S0103PR_C01_045E,Estimate!!Total!!DISABILITY STATUS!!Civilian noninstitutionalized population!!No disability,POPULATION 65 YEARS AND OVER IN PUERTO RICO
S0601PR_C01_015E,Estimate!!Total!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Black or African American,SELECTED CHARACTERISTICS OF THE TOTAL AND NATIVE POPULATIONS IN PUERTO RICO
S2401_C04_009E,"Estimate!!Female!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations:!!Computer, engineering, and science occupations:!!Life, physical, and social science occupations",OCCUPATION BY SEX FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER
S2603_C06_083E,Estimate!!College/university housing!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!Language other than English,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION BY GROUP QUARTERS TYPE (5 TYPES)
S0502_C02_141E,Estimate!!Foreign born; Entered 2010 or later!!Owner-occupied housing units,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY PERIOD OF ENTRY INTO THE UNITED STATES
S0506_C02_111E,Estimate!!Foreign born; Born in Latin America!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population for whom poverty status is determined,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH:  LATIN AMERICA
S1703_C03_016E,Estimate!!Less than 100 percent of the poverty level!!Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN!!Hispanic or Latino origin (of any race),SELECTED CHARACTERISTICS OF PEOPLE AT SPECIFIED LEVELS OF POVERTY IN THE PAST 12 MONTHS
S0504_C04_012E,Estimate!!Foreign born; Born in Oceania!!Foreign-born population!!SEX AND AGE!!Under 5 years,"SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH:  AFRICA, NORTHERN AMERICA, AND OCEANIA"
S0601PR_C01_018E,Estimate!!Total!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Native Hawaiian and Other Pacific Islander,SELECTED CHARACTERISTICS OF THE TOTAL AND NATIVE POPULATIONS IN PUERTO RICO
S0702_C01_001E,Estimate!!Total!!Population 1 year and over,MOVERS BETWEEN REGIONS
S2603_C06_082E,Estimate!!College/university housing!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!English only,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION BY GROUP QUARTERS TYPE (5 TYPES)
S0502_C02_142E,Estimate!!Foreign born; Entered 2010 or later!!Owner-occupied housing units!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!Less than 30 percent,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY PERIOD OF ENTRY INTO THE UNITED STATES
S1703_C03_017E,"Estimate!!Less than 100 percent of the poverty level!!Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone, not Hispanic or Latino",SELECTED CHARACTERISTICS OF PEOPLE AT SPECIFIED LEVELS OF POVERTY IN THE PAST 12 MONTHS
S0506_C02_112E,Estimate!!Foreign born; Born in Latin America!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population for whom poverty status is determined!!Below 100 percent of the poverty level,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH:  LATIN AMERICA
S0504_C04_013E,Estimate!!Foreign born; Born in Oceania!!Foreign-born population!!SEX AND AGE!!5 to 17 years,"SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH:  AFRICA, NORTHERN AMERICA, AND OCEANIA"
S0601PR_C01_017E,Estimate!!Total!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Asian,SELECTED CHARACTERISTICS OF THE TOTAL AND NATIVE POPULATIONS IN PUERTO RICO
S0702_C01_002E,Estimate!!Total!!Population 1 year and over!!Same residence (non-movers),MOVERS BETWEEN REGIONS
S0502PR_C01_040E,Estimate!!Total!!MARITAL STATUS!!Population 15  years and over!!Divorced or separated,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY PERIOD OF ENTRY INTO PUERTO RICO
S2603_C06_081E,Estimate!!College/university housing!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION BY GROUP QUARTERS TYPE (5 TYPES)
S0502_C02_143E,Estimate!!Foreign born; Entered 2010 or later!!Owner-occupied housing units!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!30 percent or more,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY PERIOD OF ENTRY INTO THE UNITED STATES
S1703_C03_018E,Estimate!!Less than 100 percent of the poverty level!!Population for whom poverty status is determined!!LIVING ARRANGEMENT!!In family households,SELECTED CHARACTERISTICS OF PEOPLE AT SPECIFIED LEVELS OF POVERTY IN THE PAST 12 MONTHS
S0103PR_C01_048E,Estimate!!Total!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in Puerto Rico or the United States,POPULATION 65 YEARS AND OVER IN PUERTO RICO
S0504_C04_014E,Estimate!!Foreign born; Born in Oceania!!Foreign-born population!!SEX AND AGE!!18 to 24 years,"SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH:  AFRICA, NORTHERN AMERICA, AND OCEANIA"
S2701_C05_048E,"Estimate!!Percent Uninsured!!Civilian noninstitutionalized population!!WORK EXPERIENCE!!Civilian noninstitutionalized population 19 to 64 years!!Worked full-time, year round in the past 12 months",SELECTED CHARACTERISTICS OF HEALTH INSURANCE COVERAGE IN THE UNITED STATES
S0502PR_C01_041E,Estimate!!Total!!MARITAL STATUS!!Population 15  years and over!!Widowed,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY PERIOD OF ENTRY INTO PUERTO RICO
S1703_C03_019E,Estimate!!Less than 100 percent of the poverty level!!Population for whom poverty status is determined!!LIVING ARRANGEMENT!!In family households!!In married-couple family,SELECTED CHARACTERISTICS OF PEOPLE AT SPECIFIED LEVELS OF POVERTY IN THE PAST 12 MONTHS
S2603_C06_080E,Estimate!!College/university housing!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population excluding population born at sea!!Other,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION BY GROUP QUARTERS TYPE (5 TYPES)
S0502_C02_144E,Estimate!!Foreign born; Entered 2010 or later!!Renter-occupied housing units,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY PERIOD OF ENTRY INTO THE UNITED STATES
S0103PR_C01_049E,Estimate!!Total!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in Puerto Rico or the United States!!In Puerto Rico,POPULATION 65 YEARS AND OVER IN PUERTO RICO
S0506_C02_110E,Estimate!!Foreign born; Born in Latin America!!INCOME IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS)!!Households!!Average number of workers per household,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH:  LATIN AMERICA
S0504_C04_015E,Estimate!!Foreign born; Born in Oceania!!Foreign-born population!!SEX AND AGE!!25 to 44 years,"SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH:  AFRICA, NORTHERN AMERICA, AND OCEANIA"
S2701_C05_049E,"Estimate!!Percent Uninsured!!Civilian noninstitutionalized population!!WORK EXPERIENCE!!Civilian noninstitutionalized population 19 to 64 years!!Worked less than full-time, year round in the past 12 months",SELECTED CHARACTERISTICS OF HEALTH INSURANCE COVERAGE IN THE UNITED STATES
S0502PR_C01_042E,Estimate!!Total!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY PERIOD OF ENTRY INTO PUERTO RICO
S0601PR_C01_019E,Estimate!!Total!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Some other race,SELECTED CHARACTERISTICS OF THE TOTAL AND NATIVE POPULATIONS IN PUERTO RICO
S2507_C01_010E,Estimate!!Owner-occupied housing units without a mortgage!!Owner-occupied housing units without a mortgage!!VALUE!!Median (dollars),FINANCIAL CHARACTERISTICS FOR HOUSING UNITS WITHOUT A MORTGAGE
S1703_C03_012E,Estimate!!Less than 100 percent of the poverty level!!Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Asian,SELECTED CHARACTERISTICS OF PEOPLE AT SPECIFIED LEVELS OF POVERTY IN THE PAST 12 MONTHS
S0502PR_C01_043E,"Estimate!!Total!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Nursery school, preschool",SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY PERIOD OF ENTRY INTO PUERTO RICO
S2704_C02_001E,Estimate!!Public Coverage!!Civilian noninstitutionalized population,PUBLIC HEALTH INSURANCE COVERAGE BY TYPE AND SELECTED CHARACTERISTICS
S1703_C03_013E,Estimate!!Less than 100 percent of the poverty level!!Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Native Hawaiian and Other Pacific Islander,SELECTED CHARACTERISTICS OF PEOPLE AT SPECIFIED LEVELS OF POVERTY IN THE PAST 12 MONTHS
S2507_C01_011E,"Estimate!!Owner-occupied housing units without a mortgage!!Owner-occupied housing units without a mortgage!!HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS)!!Less than $10,000",FINANCIAL CHARACTERISTICS FOR HOUSING UNITS WITHOUT A MORTGAGE
S0502PR_C01_044E,Estimate!!Total!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Elementary school (grades K-8),SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY PERIOD OF ENTRY INTO PUERTO RICO
S0504_C04_010E,Estimate!!Foreign born; Born in Oceania!!Foreign-born population!!SEX AND AGE!!Male,"SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH:  AFRICA, NORTHERN AMERICA, AND OCEANIA"
S2704_C02_002E,Estimate!!Public Coverage!!COVERAGE ALONE OR IN COMBINATION!!Medicare coverage alone or in combination,PUBLIC HEALTH INSURANCE COVERAGE BY TYPE AND SELECTED CHARACTERISTICS
S1703_C03_014E,Estimate!!Less than 100 percent of the poverty level!!Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Some other race,SELECTED CHARACTERISTICS OF PEOPLE AT SPECIFIED LEVELS OF POVERTY IN THE PAST 12 MONTHS
S0502PR_C01_045E,Estimate!!Total!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!High school (grades 9-12),SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY PERIOD OF ENTRY INTO PUERTO RICO
S0504_C04_011E,Estimate!!Foreign born; Born in Oceania!!Foreign-born population!!SEX AND AGE!!Female,"SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH:  AFRICA, NORTHERN AMERICA, AND OCEANIA"
S0502_C02_140E,Estimate!!Foreign born; Entered 2010 or later!!Occupied housing units!!SELECTED CHARACTERISTICS!!Limited English Speaking Households,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY PERIOD OF ENTRY INTO THE UNITED STATES
S1703_C03_015E,Estimate!!Less than 100 percent of the poverty level!!Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races,SELECTED CHARACTERISTICS OF PEOPLE AT SPECIFIED LEVELS OF POVERTY IN THE PAST 12 MONTHS
S2704_C02_003E,Estimate!!Public Coverage!!COVERAGE ALONE OR IN COMBINATION!!Medicare coverage alone or in combination!!Under 19,PUBLIC HEALTH INSURANCE COVERAGE BY TYPE AND SELECTED CHARACTERISTICS
S0502PR_C01_046E,Estimate!!Total!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!College or graduate school,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY PERIOD OF ENTRY INTO PUERTO RICO
S0503_C01_021E,Estimate!!Total!!Foreign-born population!!SEX AND AGE!!Median age (years),SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH:  EUROPE
S0506_C02_119E,Estimate!!Foreign born; Born in Latin America!!POVERTY STATUS IN THE PAST 12 MONTHS!!POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED!!Married-couple family!!With related children of the householder under 18 years,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH:  LATIN AMERICA
S2601APR_C03_011E,Estimate!!Institutionalized group quarters population!!Total population!!SEX AND AGE!!65 to 74 years,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION IN PUERTO RICO
S2507_C01_014E,"Estimate!!Owner-occupied housing units without a mortgage!!Owner-occupied housing units without a mortgage!!HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS)!!$35,000 to $49,999",FINANCIAL CHARACTERISTICS FOR HOUSING UNITS WITHOUT A MORTGAGE
S0502PR_C01_047E,Estimate!!Total!!EDUCATIONAL ATTAINMENT!!Population 25 years and over,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY PERIOD OF ENTRY INTO PUERTO RICO
S0502PR_C01_048E,Estimate!!Total!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than high school graduate,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY PERIOD OF ENTRY INTO PUERTO RICO
S0503_C01_020E,Estimate!!Total!!Foreign-born population!!SEX AND AGE!!85 years and over,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH:  EUROPE
S2601APR_C03_010E,Estimate!!Institutionalized group quarters population!!Total population!!SEX AND AGE!!55 to 64 years,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION IN PUERTO RICO
S2507_C01_015E,"Estimate!!Owner-occupied housing units without a mortgage!!Owner-occupied housing units without a mortgage!!HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS)!!$50,000 to $74,999",FINANCIAL CHARACTERISTICS FOR HOUSING UNITS WITHOUT A MORTGAGE
S0503_C01_023E,Estimate!!Total!!Foreign-born population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!White,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH:  EUROPE
S0502PR_C01_049E,Estimate!!Total!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency),SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY PERIOD OF ENTRY INTO PUERTO RICO
S0506_C02_117E,Estimate!!Foreign born; Born in Latin America!!POVERTY STATUS IN THE PAST 12 MONTHS!!POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED!!All families!!With related children of the householder under 5 years only,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH:  LATIN AMERICA
S2507_C01_012E,"Estimate!!Owner-occupied housing units without a mortgage!!Owner-occupied housing units without a mortgage!!HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS)!!$10,000 to $24,999",FINANCIAL CHARACTERISTICS FOR HOUSING UNITS WITHOUT A MORTGAGE
S1703_C03_010E,Estimate!!Less than 100 percent of the poverty level!!Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Black or African American,SELECTED CHARACTERISTICS OF PEOPLE AT SPECIFIED LEVELS OF POVERTY IN THE PAST 12 MONTHS
S0503_C01_022E,Estimate!!Total!!Foreign-born population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH:  EUROPE
S0506_C02_118E,Estimate!!Foreign born; Born in Latin America!!POVERTY STATUS IN THE PAST 12 MONTHS!!POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED!!Married-couple family,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH:  LATIN AMERICA
S2507_C01_013E,"Estimate!!Owner-occupied housing units without a mortgage!!Owner-occupied housing units without a mortgage!!HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS)!!$25,000 to $34,999",FINANCIAL CHARACTERISTICS FOR HOUSING UNITS WITHOUT A MORTGAGE
S1703_C03_011E,Estimate!!Less than 100 percent of the poverty level!!Population for whom poverty status is determined!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!American Indian and Alaska Native,SELECTED CHARACTERISTICS OF PEOPLE AT SPECIFIED LEVELS OF POVERTY IN THE PAST 12 MONTHS
S0503_C01_013E,Estimate!!Total!!Foreign-born population!!SEX AND AGE!!5 to 17 years,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH:  EUROPE
S1001_C03_027E,Estimate!!Grandchildren with no parent present!!With grandparent responsible!!Grandchildren under 18 years living with a grandparent householder in occupied housing units!!UNITS IN STRUCTURE!!In mobile homes and all other types of units,GRANDCHILDREN CHARACTERISTICS
S2701_C05_050E,Estimate!!Percent Uninsured!!Civilian noninstitutionalized population!!WORK EXPERIENCE!!Civilian noninstitutionalized population 19 to 64 years!!Did not work,SELECTED CHARACTERISTICS OF HEALTH INSURANCE COVERAGE IN THE UNITED STATES
S2601APR_C03_004E,Estimate!!Institutionalized group quarters population!!Total population!!SEX AND AGE!!Under 15 years,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION IN PUERTO RICO
S2704_C02_008E,Estimate!!Public Coverage!!COVERAGE ALONE OR IN COMBINATION!!Medicaid/means-tested public coverage alone or in combination!!19 to 64 years,PUBLIC HEALTH INSURANCE COVERAGE BY TYPE AND SELECTED CHARACTERISTICS
S0102_C01_046E,Estimate!!Total!!RESIDENCE 1 YEAR AGO!!Population 1 year and over,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S1201_C02_024E,Estimate!!Now married (except separated)!!Population 15 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races,MARITAL STATUS
S2507_C01_018E,"Estimate!!Owner-occupied housing units without a mortgage!!Owner-occupied housing units without a mortgage!!HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS)!!$150,000 or more",FINANCIAL CHARACTERISTICS FOR HOUSING UNITS WITHOUT A MORTGAGE
S0503_C01_012E,Estimate!!Total!!Foreign-born population!!SEX AND AGE!!Under 5 years,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH:  EUROPE
S2601APR_C03_003E,Estimate!!Institutionalized group quarters population!!Total population!!SEX AND AGE!!Female,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION IN PUERTO RICO
S2701_C05_051E,Estimate!!Percent Uninsured!!Civilian noninstitutionalized population!!HOUSEHOLD INCOME (IN 2020 INFLATION-ADJUSTED DOLLARS)!!Total household population,SELECTED CHARACTERISTICS OF HEALTH INSURANCE COVERAGE IN THE UNITED STATES
S2704_C02_009E,Estimate!!Public Coverage!!COVERAGE ALONE OR IN COMBINATION!!Medicaid/means-tested public coverage alone or in combination!!65 years and over,PUBLIC HEALTH INSURANCE COVERAGE BY TYPE AND SELECTED CHARACTERISTICS
S2601APR_C03_002E,Estimate!!Institutionalized group quarters population!!Total population!!SEX AND AGE!!Male,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION IN PUERTO RICO
S2507_C01_019E,Estimate!!Owner-occupied housing units without a mortgage!!Owner-occupied housing units without a mortgage!!HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS)!!Median household income (dollars),FINANCIAL CHARACTERISTICS FOR HOUSING UNITS WITHOUT A MORTGAGE
S1201_C02_025E,Estimate!!Now married (except separated)!!Population 15 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!Hispanic or Latino origin (of any race),MARITAL STATUS
S0102_C01_045E,Estimate!!Total!!DISABILITY STATUS!!Civilian noninstitutionalized population!!No disability,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S0503_C01_015E,Estimate!!Total!!Foreign-born population!!SEX AND AGE!!25 to 44 years,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH:  EUROPE
S2507_C01_016E,"Estimate!!Owner-occupied housing units without a mortgage!!Owner-occupied housing units without a mortgage!!HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS)!!$75,000 to $99,999",FINANCIAL CHARACTERISTICS FOR HOUSING UNITS WITHOUT A MORTGAGE
S2601APR_C03_001E,Estimate!!Institutionalized group quarters population!!Total population,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION IN PUERTO RICO
S0102_C01_048E,Estimate!!Total!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in the United States,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S1201_C02_022E,Estimate!!Now married (except separated)!!Population 15 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Native Hawaiian and Other Pacific Islander,MARITAL STATUS
S0503_C01_014E,Estimate!!Total!!Foreign-born population!!SEX AND AGE!!18 to 24 years,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH:  EUROPE
S1811_C01_030E,Estimate!!Total Civilian Noninstitutionalized Population!!Employed Population Age 16 and Over!!INDUSTRY!!Other services (except public administration),SELECTED ECONOMIC CHARACTERISTICS FOR THE CIVILIAN NONINSTITUTIONALIZED POPULATION BY DISABILITY STATUS
S2507_C01_017E,"Estimate!!Owner-occupied housing units without a mortgage!!Owner-occupied housing units without a mortgage!!HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS)!!$100,000 to $149,999",FINANCIAL CHARACTERISTICS FOR HOUSING UNITS WITHOUT A MORTGAGE
S0102_C01_047E,Estimate!!Total!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Same house,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S1201_C02_023E,Estimate!!Now married (except separated)!!Population 15 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Some other race,MARITAL STATUS
S2601APR_C03_008E,Estimate!!Institutionalized group quarters population!!Total population!!SEX AND AGE!!35 to 44 years,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION IN PUERTO RICO
S1811_C01_031E,Estimate!!Total Civilian Noninstitutionalized Population!!Employed Population Age 16 and Over!!INDUSTRY!!Public administration,SELECTED ECONOMIC CHARACTERISTICS FOR THE CIVILIAN NONINSTITUTIONALIZED POPULATION BY DISABILITY STATUS
S2602_C03_080E,Estimate!!Adult correctional facilities!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Employed,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION BY GROUP QUARTERS TYPE (3 TYPES)
S2704_C02_004E,Estimate!!Public Coverage!!COVERAGE ALONE OR IN COMBINATION!!Medicare coverage alone or in combination!!19 to 64 years,PUBLIC HEALTH INSURANCE COVERAGE BY TYPE AND SELECTED CHARACTERISTICS
S1201_C02_020E,Estimate!!Now married (except separated)!!Population 15 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!American Indian and Alaska Native,MARITAL STATUS
S2201_C05_010E,Estimate!!Households not receiving food stamps/SNAP!!Households!!With children under 18 years!!Married-couple family,FOOD STAMPS/SUPPLEMENTAL NUTRITION ASSISTANCE PROGRAM (SNAP)
S0503_C01_017E,Estimate!!Total!!Foreign-born population!!SEX AND AGE!!55 to 64 years,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH:  EUROPE
S2601APR_C03_007E,Estimate!!Institutionalized group quarters population!!Total population!!SEX AND AGE!!25 to 34 years,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION IN PUERTO RICO
S1811_C01_032E,Estimate!!Total Civilian Noninstitutionalized Population!!COMMUTING TO WORK!!Workers Age 16 and Over,SELECTED ECONOMIC CHARACTERISTICS FOR THE CIVILIAN NONINSTITUTIONALIZED POPULATION BY DISABILITY STATUS
S2602_C03_081E,Estimate!!Adult correctional facilities!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Unemployed,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION BY GROUP QUARTERS TYPE (3 TYPES)
S2704_C02_005E,Estimate!!Public Coverage!!COVERAGE ALONE OR IN COMBINATION!!Medicare coverage alone or in combination!!65 years and over,PUBLIC HEALTH INSURANCE COVERAGE BY TYPE AND SELECTED CHARACTERISTICS
S0102_C01_049E,Estimate!!Total!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in the United States!!Same county,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S1201_C02_021E,Estimate!!Now married (except separated)!!Population 15 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Asian,MARITAL STATUS
S0503_C01_016E,Estimate!!Total!!Foreign-born population!!SEX AND AGE!!45 to 54 years,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH:  EUROPE
S1811_C01_033E,"Estimate!!Total Civilian Noninstitutionalized Population!!COMMUTING TO WORK!!Workers Age 16 and Over!!Car, truck, or van - drove alone",SELECTED ECONOMIC CHARACTERISTICS FOR THE CIVILIAN NONINSTITUTIONALIZED POPULATION BY DISABILITY STATUS
S2601APR_C03_006E,Estimate!!Institutionalized group quarters population!!Total population!!SEX AND AGE!!18 to 24 years,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION IN PUERTO RICO
S2602_C03_082E,Estimate!!Adult correctional facilities!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Unemployed!!Percent of civilian labor force,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION BY GROUP QUARTERS TYPE (3 TYPES)
S2704_C02_006E,Estimate!!Public Coverage!!COVERAGE ALONE OR IN COMBINATION!!Medicaid/means-tested public coverage alone or in combination,PUBLIC HEALTH INSURANCE COVERAGE BY TYPE AND SELECTED CHARACTERISTICS
S0503_C01_019E,Estimate!!Total!!Foreign-born population!!SEX AND AGE!!75 to 84 years,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH:  EUROPE
S2601APR_C03_005E,Estimate!!Institutionalized group quarters population!!Total population!!SEX AND AGE!!15 to 17 years,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION IN PUERTO RICO
S1811_C01_034E,"Estimate!!Total Civilian Noninstitutionalized Population!!COMMUTING TO WORK!!Workers Age 16 and Over!!Car, truck, or van - carpooled",SELECTED ECONOMIC CHARACTERISTICS FOR THE CIVILIAN NONINSTITUTIONALIZED POPULATION BY DISABILITY STATUS
S2602_C03_083E,Estimate!!Adult correctional facilities!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Armed Forces,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION BY GROUP QUARTERS TYPE (3 TYPES)
